experiment_no,epoch,is_model_saved,time_taken,phase,loss,metric
3,18,False,1.1951251029968262,val,0.27303336175282794,0.9218333333333332
3,19,False,5.800579071044923,train,0.2848789800802867,0.918125
3,19,False,1.1840558052062988,val,0.26902788054943083,0.9226666666666666
3,20,True,5.7497191429138175,train,0.2807827366987864,0.9191875
3,20,True,1.2090339660644531,val,0.26591204631328585,0.9235
4,1,True,5.951206207275393,train,1.9559009030659995,0.4869375
4,1,True,1.1624822616577148,val,1.4002269083658854,0.72225
4,2,True,5.659635066986084,train,1.02181139087677,0.7870416666666666
4,2,True,1.1666021347045898,val,0.7342836136817932,0.83675
4,3,False,5.661759853363037,train,0.6530293938318888,0.8452083333333333
4,3,False,1.1512460708618164,val,0.53801757701238,0.8739166666666667
4,4,False,6.04776668548584,train,0.5197294572989146,0.869625
4,4,False,1.173084020614624,val,0.4521180810928345,0.8870833333333333
4,5,True,5.692268133163452,train,0.4523237935702006,0.8821875
4,5,True,1.1643519401550293,val,0.4015226642290751,0.8945833333333333
4,6,False,5.674235105514526,train,0.4122299774487813,0.88975
4,6,False,1.1891210079193115,val,0.3729814070860545,0.8974166666666666
4,7,False,6.090950012207031,train,0.3857526036898295,0.8942708333333333
4,7,False,1.211127996444702,val,0.3518012148539225,0.9030833333333332
4,8,False,6.06581711769104,train,0.3666582807699839,0.8985208333333333
4,8,False,1.3239359855651855,val,0.33652441008885703,0.90475
4,9,False,5.9870359897613525,train,0.3520557963848114,0.9012916666666668
4,9,False,1.1537296772003174,val,0.32508963068326313,0.90775
4,10,True,5.504027843475342,train,0.3406923053264618,0.9038541666666666
4,10,True,1.3635332584381104,val,0.315478626648585,0.9101666666666668
4,11,True,5.758428335189819,train,0.24543131144841512,0.9271666666666667
4,11,True,1.1519951820373535,val,0.15657575885454814,0.9543333333333334
4,12,False,5.625818967819214,train,0.13151090955734254,0.9609791666666667
4,12,False,1.1656060218811035,val,0.12139061896006266,0.96325
4,13,False,5.6445841789245605,train,0.08956425392627716,0.9733541666666666
4,13,False,1.1587448120117188,val,0.1047711396018664,0.9685833333333334
4,14,False,5.649011850357056,train,0.06427049912015596,0.9809166666666667
4,14,False,1.159128189086914,val,0.09003173152605692,0.9731666666666666
4,15,True,5.650660037994385,train,0.04756283082564672,0.9865
4,15,True,1.1662678718566895,val,0.08865492731332779,0.9735
4,16,False,5.6310200691223145,train,0.037610972101489705,0.9898125
4,16,False,1.1676008701324463,val,0.0888398579210043,0.9733333333333334
4,17,False,5.653409004211426,train,0.026218204498291015,0.9935
4,17,False,1.1635677814483643,val,0.08891607501109441,0.9749166666666667
4,18,False,5.669427871704102,train,0.021349679867426554,0.994375
4,18,False,1.167815923690796,val,0.08505013726154963,0.9743333333333334
4,19,False,5.662554979324341,train,0.015506149197618167,0.9964166666666666
4,19,False,1.1835529804229736,val,0.08407483644286791,0.9756666666666667
4,20,True,5.680657148361206,train,0.011733381852507592,0.9980833333333333
4,20,True,1.161858081817627,val,0.09030801091591517,0.9744166666666667
